time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),rain (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),soil_temperature_7_to_28cm (°C),soil_moisture_7_to_28cm (m³/m³)
1583254800,24.6,53,14.4,919.7,0,20,5.4,188,28.1,0.28
1583258400,23.6,59,15.1,919.8,0,28,2.9,173,28,0.28
1583262000,23.1,56,13.9,919.6,0,41,4.4,171,27.8,0.28
1583265600,22.6,60,14.4,919.3,0,44,5.4,160,27.7,0.28
1583269200,22.2,63,14.9,918.8,0,40,6.3,167,27.5,0.28
1583272800,21.5,69,15.5,918.6,0,38,6.3,193,27.3,0.28
1583276400,21.3,72,16.1,918.6,0,28,5.8,202,27.2,0.28
1583280000,20.8,77,16.7,919.1,0,30,5.2,205,27,0.28
1583283600,20.3,82,17.2,919.8,0,22,4.9,216,26.8,0.28
1583287200,20.8,83,17.8,920.8,0,26,5.9,232,26.7,0.28
1583290800,22.6,76,18.1,921.8,0,13,8.3,268,26.6,0.28
1583294400,24.5,66,17.7,921.9,0.1,11,10.3,295,26.6,0.28
1583298000,25.7,60,17.4,921.9,0.2,30,11,308,26.7,0.28
1583301600,26.6,56,17.2,922.3,0.2,36,10,319,26.9,0.28
1583305200,28.6,46,15.9,920.6,0,37,8.7,322,27.2,0.28
1583308800,29.3,43,15.4,920.2,0,17,7.9,321,27.5,0.28
1583312400,29.8,41,15,919.1,0,15,8.4,320,27.8,0.28
1583316000,30.2,39,14.7,917.9,0,18,7.9,321,28,0.28
1583319600,29.7,39,14.5,917.8,0,17,8.6,327,28.3,0.28
1583323200,28.9,40,13.9,917.7,0,9,9,331,28.4,0.28
1583326800,27.8,42,13.9,918.1,0,21,8.1,328,28.5,0.28
1583330400,26.8,45,13.9,918.2,0,23,8,324,28.5,0.28
1583334000,25.7,49,14.2,918.7,0,19,7.4,331,28.5,0.28
1583337600,24.4,52,14.1,919.3,0,25,6.8,360,28.4,0.28
1583341200,23.6,56,14.2,918.9,0,33,6,33,28.2,0.28
1583344800,22.8,61,14.9,918.9,0,26,5.3,62,28.1,0.28
1583348400,22.5,60,14.4,918.3,0,24,5.4,86,27.9,0.28
1583352000,22.1,65,15.1,917.6,0,19,5.2,106,27.7,0.28
1583355600,22,68,15.8,917.1,0,14,5.5,122,27.6,0.28
1583359200,21.8,71,16.3,917.1,0,29,5.4,138,27.4,0.28
1583362800,21.4,75,16.7,917,0,11,3.8,139,27.2,0.28
1583366400,20.7,79,16.9,917.6,0,8,3.1,135,27,0.28
1583370000,20.2,84,17.4,918.6,0,2,2.6,146,26.8,0.28
1583373600,20.8,85,18.2,919.8,0,0,1,135,26.7,0.28
1583377200,23.8,66,17,920.6,0,1,2.1,211,26.6,0.28
1583380800,25.7,56,16.4,920.8,0,12,4.1,218,26.7,0.28
1583384400,27.1,50,15.9,921,0,19,5.2,196,26.9,0.28
1583388000,28.1,47,15.6,920.9,0,25,7,192,27.1,0.28
1583391600,29.2,42,15,919.6,0,17,9.2,191,27.4,0.28
1583395200,29.5,41,14.9,918.8,0.1,27,9.6,193,27.8,0.28
1583398800,28.9,43,15.1,918.2,0.1,38,9.5,189,28.1,0.28
1583402400,28.5,45,15.4,916.5,0,32,8.9,201,28.3,0.28
1583406000,28.2,47,15.8,916.3,0,25,8.6,195,28.5,0.28
1583409600,27.3,51,16.2,917.2,0,25,8.3,185,28.6,0.28
1583413200,26.3,55,16.6,917.5,0,17,7,168,28.6,0.28
1583416800,24.9,62,17.2,918,0,13,10.5,158,28.6,0.28
1583420400,23.9,68,17.7,918.8,0,14,12.2,156,28.5,0.28
1583424000,23.1,72,17.9,919.3,0,13,12.4,158,28.4,0.28
1583427600,22.5,75,17.8,919.4,0,13,13.3,161,28.3,0.28
1583431200,22.2,76,17.7,919,0,8,12.5,168,28.1,0.28
1583434800,22.9,64,15.8,918.6,0,21,10.4,180,27.9,0.28
1583438400,22.3,67,15.9,917.8,0,19,8,198,27.8,0.28
1583442000,21.9,69,16,917.5,0,36,6.4,223,27.6,0.28
1583445600,21.4,72,16.1,916.8,0,38,5.8,248,27.4,0.28
1583449200,20.8,75,16.2,917.3,0,45,4.7,247,27.2,0.28
1583452800,20.4,78,16.4,917.5,0,44,4.5,241,27,0.28
1583456400,19.9,83,16.8,918.5,0,34,4.6,231,26.8,0.28
1583460000,21.3,76,16.8,919.5,0,46,4.8,228,26.7,0.28
1583463600,23.3,67,16.8,920.6,0,36,6.6,229,26.6,0.28
1583467200,24.6,62,16.9,920.9,0,53,10.2,225,26.6,0.28
1583470800,25.5,60,17.1,921.2,0.3,43,12,213,26.8,0.28
1583474400,26.7,57,17.4,921.4,0.1,55,11.9,205,26.9,0.28
1583478000,27.9,48,15.9,920.4,0.1,50,11.7,198,27.1,0.28
1583481600,28.6,47,16.1,920,0,33,10.5,196,27.4,0.28
1583485200,29.1,46,16.2,918.9,0,33,9.6,200,27.7,0.28
1583488800,29.1,45,16,918.1,0,35,8.9,201,27.9,0.28
1583492400,28.9,46,16,917.8,0,30,8.6,202,28.1,0.28
1583496000,28.1,47,15.9,918.1,0,24,7.8,193,28.2,0.28
1583499600,25.9,58,16.9,918.3,0.2,18,5.1,172,28.3,0.28
1583503200,25.1,61,17,918.7,0,17,5.6,165,28.2,0.28
1583506800,24.6,63,17,919.2,0,17,7.1,150,28.2,0.28
1583510400,23.7,66,17,920,0,15,10.4,136,28,0.28
1583514000,22.7,71,17.2,920.1,0,23,13.2,133,27.9,0.28
1583517600,22.1,75,17.5,919.8,0,28,13.5,136,27.8,0.28
1583521200,22.3,75,17.6,919.7,0,30,11.3,143,27.6,0.28
1583524800,21.9,79,18.1,919.2,0,31,9.4,148,27.5,0.28
1583528400,21.5,83,18.4,919,0,38,7.6,155,27.3,0.28
1583532000,21.3,85,18.6,918.4,0,29,8.1,159,27.1,0.28
1583535600,21.1,86,18.7,919.2,0,40,9.2,159,27,0.28
1583539200,20.7,88,18.7,919.2,0,51,9.4,157,26.8,0.28
1583542800,20.7,88,18.7,920.1,0,55,8.2,151,26.6,0.28
1583546400,21,87,18.7,921.3,0,44,10,154,26.5,0.28
1583550000,22.7,77,18.6,922.2,0,35,11.4,169,26.4,0.28
1583553600,23.9,72,18.6,922.3,0.2,83,11.2,180,26.5,0.28
1583557200,25.3,67,18.8,922.7,0.2,53,10.9,188,26.5,0.28
1583560800,26.6,62,18.8,922.6,0.1,56,11.2,186,26.7,0.28
1583564400,27.5,55,17.7,921.8,0.1,79,11.5,180,26.9,0.28
1583568000,28.7,52,17.7,921.2,0,50,11.2,176,27.2,0.28
1583571600,28.9,51,17.7,920.4,0,72,10.1,176,27.5,0.28
1583575200,28.9,51,17.6,919.3,0,32,9.4,178,27.7,0.28
1583578800,29,50,17.5,919.2,0,24,8.6,178,28,0.28
1583582400,28.3,51,17.2,919.6,0,36,8.6,180,28.1,0.28
1583586000,25.7,62,17.9,919.5,0.2,28,5.8,187,28.2,0.28
1583589600,24.7,66,18,919.8,0,28,4.6,198,28.2,0.28
1583593200,24.1,69,18,920.2,0,19,4.5,194,28.1,0.28
1583596800,23.5,71,18,920.7,0,24,4.5,104,28,0.28
1583600400,23.2,73,18.1,920.7,0,32,8.4,97,27.9,0.28
1583604000,22.7,75,18,920.7,0,27,11.4,103,27.7,0.28
1583607600,22.2,80,18.6,920.4,0,24,13.4,110,27.6,0.28
1583611200,21.6,86,19.2,919.7,0,40,12.9,117,27.4,0.28
1583614800,21.2,89,19.4,919.1,0,55,11.8,121,27.2,0.28
1583618400,21.1,91,19.5,918.8,0,50,9.1,124,27.1,0.28
1583622000,20.8,91,19.4,919.1,0,56,8.4,130,26.9,0.28
1583625600,20.7,92,19.3,919.4,0,42,8.4,133,26.8,0.28
1583629200,20.7,92,19.3,920.2,0,27,8.2,142,26.6,0.28
1583632800,21.4,87,19.2,921.1,0,25,9.3,152,26.5,0.28
1583636400,22.8,78,18.7,921.7,0,29,10,167,26.4,0.28
1583640000,24.7,67,18.1,922.2,0,22,8.4,170,26.4,0.28
1583643600,26.5,58,17.4,922.7,0,28,8.1,159,26.5,0.28
1583647200,28,50,16.7,922.9,0,40,8.4,149,26.8,0.28
1583650800,28.9,46,16.3,921.4,0,32,9,151,27,0.28
1583654400,29.5,44,15.8,920.9,0,22,9,157,27.4,0.28
1583658000,30,41,15.5,919.9,0,22,9.4,162,27.7,0.28
1583661600,29.8,41,15.3,918.9,0,22,8.8,168,28,0.28
1583665200,29.3,43,15.3,918.6,0,21,8.6,165,28.2,0.28
1583668800,28.3,45,15.4,918.9,0,16,8.2,165,28.3,0.28
1583672400,27.2,50,15.8,919.3,0,23,6.3,149,28.4,0.28
1583676000,26.2,54,16.1,919.6,0,33,6.6,131,28.4,0.28
1583679600,25.3,58,16.5,919.9,0,30,8.8,125,28.3,0.28
1583683200,24.4,64,17.1,920.5,0,25,11.2,123,28.3,0.28
1583686800,23.6,71,18,920.9,0,8,12.1,120,28.2,0.28
1583690400,22.6,78,18.6,920.6,0,1,11.6,120,28,0.28
1583694000,22,81,18.6,920.4,0,0,11.1,119,27.9,0.28
1583697600,21.3,86,18.9,918.9,0,2,10.6,118,27.7,0.28
1583701200,20.8,90,19.1,918.5,0,5,9.9,123,27.5,0.28
1583704800,20.3,94,19.2,917.8,0,25,8.1,135,27.3,0.28
1583708400,19.9,96,19.3,917.6,0,25,7.5,145,27.1,0.28
1583712000,19.8,97,19.3,918.2,0,31,7.1,156,26.9,0.28
1583715600,19.8,97,19.3,918.6,0,36,6.5,161,26.7,0.28
1583719200,20.5,92,19.2,919.9,0,29,9.1,173,26.6,0.28
1583722800,22.3,80,18.7,920.7,0,49,10.9,189,26.5,0.28
1583726400,24.5,68,18.2,920.8,0.1,47,9.3,196,26.5,0.28
1583730000,26,60,17.6,921.3,0,47,7.9,183,26.6,0.28
1583733600,27.7,52,16.9,921.1,0,57,6.7,164,26.8,0.28
1583737200,29,47,16.6,920.1,0,37,6.6,151,27.1,0.28
1583740800,29.8,43,15.9,919.4,0,22,6.1,140,27.4,0.28
1583744400,30.4,41,15.5,918.5,0,15,6.4,137,27.7,0.28
1583748000,30.2,40,15.2,917.6,0,19,7.4,141,28,0.28
1583751600,29.4,42,15.2,916.9,0,25,7.4,137,28.3,0.28
1583755200,28.4,45,15.4,917.4,0,46,6.9,129,28.4,0.28
1583758800,27.5,48,15.5,918,0,47,5.3,118,28.5,0.28
1583762400,26.7,51,15.8,918.5,0,48,5.6,105,28.5,0.28
1583766000,25.8,55,16.1,919,0,51,6.2,100,28.5,0.28
1583769600,25.2,58,16.2,920,0,32,8,100,28.4,0.28
1583773200,24.7,59,16.2,920.2,0,23,9.8,107,28.3,0.28
1583776800,23.9,62,16.1,920.1,0,8,12.2,114,28.2,0.28
1583780400,22.6,67,16.1,919.8,0,10,12.6,117,28,0.28
1583784000,21.8,71,16.3,919,0,4,11.7,124,27.8,0.28
1583787600,21.2,75,16.6,918.6,0,8,10.5,131,27.7,0.28
1583791200,20.7,78,16.7,918.2,0,11,9.2,138,27.5,0.28
1583794800,20.2,81,16.8,918.1,0,20,8.3,146,27.3,0.28
1583798400,20,82,16.8,918.8,0,11,7.6,149,27.1,0.28
1583802000,19.8,83,16.8,919.3,0,5,7,145,26.9,0.28
1583805600,20.5,79,16.8,920.5,0,2,8.2,151,26.7,0.28
1583809200,22.8,68,16.6,921.2,0,0,8.9,166,26.7,0.28
1583812800,25.2,58,16.3,921.5,0,2,7.9,180,26.7,0.28
1583816400,27.4,50,16.2,921.7,0,8,6.8,183,26.9,0.28
1583820000,29.1,45,16,921.4,0,19,6.5,161,27.2,0.28
1583823600,29.7,43,15.7,920.4,0,21,7.1,156,27.5,0.28
1583827200,30.6,40,15.4,919.7,0,23,6.9,152,27.9,0.28
1583830800,31.2,37,14.9,918.7,0,33,6.2,144,28.2,0.28
1583834400,31.1,37,14.5,917.8,0,26,4.1,165,28.5,0.28
1583838000,30.7,37,14.2,917.8,0,35,2.4,153,28.8,0.279
1583841600,30,37,13.9,917.8,0,44,2.6,106,29,0.279
1583845200,29.2,40,14.3,918,0,46,6,65,29.1,0.279
1583848800,27.9,44,14.5,917.9,0,38,6.2,69,29.1,0.279
1583852400,26.5,47,14.4,918.7,0,50,7.2,96,29,0.279
1583856000,25.8,45,12.8,919.8,0,42,11.3,117,28.9,0.279
1583859600,24.7,46,12.2,920.2,0,42,12.7,125,28.8,0.279
1583863200,23.5,52,13,919.8,0,32,11.5,129,28.7,0.28
1583866800,22.5,59,14.1,919.8,0,31,10.7,132,28.5,0.28
1583870400,21.7,65,14.9,919,0,29,10.2,138,28.3,0.28
1583874000,21.1,70,15.5,918.3,0,29,9.3,144,28.1,0.28
1583877600,20.6,74,15.9,918,0,30,7.1,150,27.9,0.28
1583881200,20.2,78,16.1,918.1,0,22,6.3,156,27.7,0.28
1583884800,19.9,80,16.3,918.6,0,9,5.6,165,27.5,0.28
1583888400,19.5,82,16.4,919.3,0,5,5.8,173,27.3,0.28
1583892000,20.6,77,16.5,920.7,0,16,6.5,180,27.1,0.28
1583895600,23.4,62,15.7,921.5,0,23,6.7,196,27,0.28
1583899200,25.8,51,14.9,921.7,0,26,7.3,213,27,0.28
1583902800,28,43,14.2,922.4,0,27,7.1,204,27.2,0.279
1583906400,29.7,38,13.8,922.1,0,28,7.6,188,27.5,0.279
1583910000,30.9,34,13.3,921,0,34,9,175,27.8,0.279
1583913600,31.9,30,12.2,920.5,0,32,10.3,168,28.2,0.279
1583917200,32.5,27,11.2,919.4,0,31,10.8,165,28.6,0.279
1583920800,32.5,26,10.3,918.6,0,26,10.2,162,28.9,0.279
1583924400,32.2,25,9.5,918.3,0,17,10,159,29.2,0.279
1583928000,31.4,25,8.9,918.6,0,1,9.8,156,29.4,0.279
1583931600,29.3,28,9.1,918.8,0,2,7.1,150,29.5,0.279
1583935200,27.4,31,8.9,919,0,2,8.8,145,29.5,0.279
1583938800,26.1,33,8.7,919.7,0,9,11.3,143,29.4,0.279
1583942400,25.1,36,8.9,920.7,0,3,12.5,141,29.3,0.279
1583946000,24.2,40,9.8,920.7,0,3,12.8,140,29.2,0.279
1583949600,23.2,46,11,920.2,0,3,11.3,143,29,0.279
1583953200,22.5,49,11.3,920.5,0,1,8.9,153,28.8,0.279
1583956800,21.7,54,12.1,919.6,0,0,7.2,174,28.6,0.279
1583960400,21,59,12.7,919.3,0,2,7,192,28.4,0.279
1583964000,20.3,64,13.3,919,0,1,5.8,210,28.2,0.279
1583967600,19.8,67,13.5,919,0,1,6.2,190,27.9,0.279
1583971200,19.4,70,13.7,919.4,0,0,5.4,184,27.7,0.279
1583974800,18.9,75,14.4,919.9,0,0,5.4,188,27.4,0.279
1583978400,20.4,74,15.6,921.5,0,0,3.6,217,27.2,0.279
1583982000,24,55,14.4,922.5,0,1,4.5,256,27.2,0.279
1583985600,26,50,14.8,922.4,0,7,4.8,257,27.2,0.279
1583989200,27.9,42,13.8,923.2,0,22,4.2,211,27.4,0.279
1583992800,29.5,35,12.6,923.1,0,17,5,180,27.7,0.279
1583996400,30.3,36,13.6,922.2,0,17,6,163,28,0.279
1584000000,31.2,33,12.8,921.2,0,6,6.6,151,28.4,0.279
1584003600,32,30,12.1,920.1,0,5,7.5,145,28.8,0.279
1584007200,32.2,28,11.5,919.9,0,0,8,153,29.1,0.279
1584010800,32,28,11.1,919.6,0,1,7.9,150,29.4,0.279
1584014400,31.3,28,10.7,919.8,0,0,8.3,146,29.6,0.279
1584018000,29.4,31,10.8,919.8,0,2,7,145,29.7,0.279
1584021600,27.6,34,10.5,919.9,0,10,8.4,140,29.7,0.279
1584025200,26.4,36,10.3,920.5,0,4,11.5,136,29.7,0.279
1584028800,25.3,40,10.9,921.5,0,1,14.3,135,29.5,0.279
1584032400,24,48,12.4,921.4,0,0,14.8,131,29.4,0.279
1584036000,23,56,13.7,921.2,0,0,13.8,131,29.2,0.279
1584039600,22.1,60,13.9,920.7,0,0,12.1,127,29,0.279
1584043200,21.4,65,14.5,920.1,0,0,10.9,124,28.8,0.279
1584046800,20.8,69,15,919.5,0,0,9.5,127,28.6,0.279
1584050400,20.2,73,15.2,919,0,0,8.4,137,28.4,0.279
1584054000,19.7,76,15.4,919.4,0,0,3.2,153,28.1,0.279
1584057600,18.9,81,15.6,919.8,0,1,3,194,27.9,0.279
1584061200,19.3,79,15.6,920.8,0,1,2.1,239,27.6,0.279
1584064800,20.2,75,15.7,921.7,0,1,0.4,270,27.4,0.279
1584068400,23.1,60,15,922.4,0,0,2.6,214,27.3,0.279
1584072000,25.8,46,13.4,922.6,0,0,4,207,27.4,0.279
1584075600,28.1,35,11.3,923.3,0,0,5.8,158,27.6,0.279
1584079200,29.9,29,9.7,923.4,0,0,8.7,142,27.9,0.279
1584082800,31.2,25,9.1,921.7,0,0,11.5,134,28.2,0.279
1584086400,32.1,23,8.2,921.4,0,0,12.3,128,28.6,0.279
1584090000,32.4,22,7.7,920.1,0,0,12.2,124,29,0.279
1584093600,32.4,21,7.6,919.5,0,0,11.9,125,29.3,0.279
1584097200,32,22,7.5,919.2,0,0,11.8,121,29.6,0.279
1584100800,31,23,7.5,919.6,0,0,11.3,121,29.8,0.279
1584104400,28.9,27,8.2,920,0,0,8.2,119,29.8,0.279
1584108000,27,32,8.9,920.4,0,14,11.3,117,29.8,0.279
1584111600,25.7,38,10.3,921.1,0,23,14.2,117,29.7,0.279
1584115200,24.6,46,12.3,921.7,0,24,15.8,120,29.6,0.279
1584118800,23.4,56,14.1,921.5,0,15,15.7,122,29.5,0.279
1584122400,22.4,65,15.5,921.2,0,13,14.1,122,29.3,0.279
1584126000,21.6,71,16.1,920.7,0,9,13.1,122,29.1,0.279
1584129600,20.8,77,16.6,919.7,0,8,12.6,121,28.8,0.279
1584133200,20.1,82,16.8,919,0,19,11.8,121,28.6,0.279
1584136800,19.5,85,16.9,918.6,0,24,10.5,121,28.4,0.279
1584140400,19,87,16.7,918.5,0,13,8.3,124,28.1,0.279
1584144000,18.6,87,16.4,919.1,0,19,6.1,130,27.8,0.279
1584147600,18.2,90,16.4,919.9,0,14,3.5,156,27.6,0.279
1584151200,19.2,87,16.9,921.3,0,6,1.1,180,27.3,0.279
1584154800,22.6,61,14.6,921.8,0,7,3.5,156,27.3,0.279
1584158400,25.7,44,12.4,921.8,0,20,6.1,152,27.3,0.279
1584162000,28,34,10.6,922.6,0,20,7.9,141,27.5,0.279
1584165600,29.8,28,9.2,922.2,0,14,7.9,129,27.8,0.279
1584169200,31,26,9,921.1,0,17,8,108,28.2,0.279
1584172800,31.9,24,8.7,920.2,0,29,8.3,90,28.6,0.279
1584176400,32.4,22,8.3,919.2,0,14,8.3,85,29,0.279
1584180000,32.5,22,7.8,918.1,0,0,7.6,87,29.3,0.279
1584183600,32.3,21,7.4,918,0,5,7.6,90,29.6,0.279
1584187200,31.5,22,7.2,918,0,13,7.3,101,29.8,0.279
1584190800,29.5,26,7.9,918.2,0,11,7.6,115,29.9,0.279
1584194400,27.3,30,8.1,918.4,0,4,9.4,113,29.9,0.279
1584198000,25.9,35,9.2,919.1,0,2,10.6,114,29.8,0.279
1584201600,24.7,44,11.8,920.2,0,5,13.7,117,29.7,0.279
1584205200,23.6,56,14.4,920.1,0,20,15.1,118,29.6,0.279
1584208800,22.4,67,16,920.1,0,10,14.8,116,29.4,0.279
1584212400,21.5,75,16.8,919.6,0,12,13.4,110,29.2,0.279
1584216000,20.6,82,17.4,919.1,0,5,13.1,106,28.9,0.279
1584219600,19.8,88,17.7,918.6,0,9,12.8,106,28.7,0.279
1584223200,19.5,91,18,917.9,0,28,12.2,109,28.5,0.279
1584226800,19.3,92,18.1,918.5,0,42,10,111,28.2,0.279
1584230400,19,94,18,918.6,0,55,9,119,28,0.279
1584234000,19,94,18,919.4,0,60,7.7,127,27.8,0.279
1584237600,19.6,89,17.8,920.6,0,57,7.9,133,27.5,0.279
1584241200,21.8,74,16.9,921,0,6,6.6,139,27.4,0.279
1584244800,24.8,56,15.6,921.6,0,0,5.6,140,27.5,0.279
1584248400,27.7,40,12.9,921.6,0,0,4.9,126,27.6,0.279
1584252000,30,30,10.6,921.6,0,1,6.6,99,27.9,0.279
1584255600,31.4,27,10.2,920.4,0,3,8.7,85,28.3,0.279
1584259200,32.4,25,9.6,919.8,0,10,10.2,80,28.7,0.279
1584262800,32.9,23,9.1,918.7,0,18,10.9,82,29.1,0.279
1584266400,32.9,23,8.8,917.8,0,26,10.5,84,29.4,0.279
1584270000,32.4,23,8.6,918.1,0,26,10.8,90,29.7,0.279
1584273600,31.4,24,8.5,918.2,0,26,11.6,95,29.9,0.279
1584277200,29.2,28,9,918.9,0,25,9.6,103,30,0.279
1584280800,27.3,33,9.4,919.2,0,28,12.7,105,30,0.279
1584284400,25.9,38,10.5,919.8,0,28,15.1,108,29.9,0.279
1584288000,24.7,45,12,920.5,0,26,16,113,29.8,0.279
1584291600,23.6,54,13.8,920.7,0,27,16,113,29.6,0.279
1584295200,22.5,64,15.4,920.6,0,26,15.7,110,29.5,0.279
1584298800,21.5,74,16.7,920.4,0,26,14.3,108,29.3,0.279
1584302400,20.7,82,17.5,919.8,0,31,13.3,109,29,0.279
1584306000,20.2,87,17.9,919.3,0,56,12.6,114,28.8,0.279
1584309600,19.9,89,18,919,0,43,11.5,122,28.6,0.279
1584313200,19.8,90,18,919.5,0,49,10.8,127,28.3,0.279
1584316800,19.6,90,18,920,0,47,10,131,28.1,0.279
1584320400,19.4,91,17.9,920.8,0,41,10.5,131,27.9,0.279
1584324000,19.7,88,17.6,921.9,0,39,10.2,129,27.7,0.279
1584327600,21.2,76,16.7,922.6,0,2,10.7,132,27.6,0.279
1584331200,24.1,57,15.1,922.8,0,0,9.4,140,27.6,0.279
1584334800,26.7,46,14,923.6,0,2,7.8,146,27.7,0.279
1584338400,28.9,37,12.6,923.2,0,18,6,147,28,0.279
1584342000,30.4,32,11.9,922.2,0,24,5.4,132,28.3,0.279
1584345600,31.6,29,11.1,921.6,0,22,6,115,28.7,0.279
1584349200,32.2,27,10.8,920.3,0,21,7.1,105,29.1,0.279
1584352800,32.4,27,10.8,919.6,0,11,8.1,111,29.5,0.279
1584356400,32.1,27,10.9,919,0,0,8.8,109,29.8,0.279
1584360000,31.4,29,11.2,919.4,0,4,10,111,30,0.279
1584363600,29.6,33,11.9,919.8,0,7,9.3,118,30.1,0.279
1584367200,27.8,39,12.8,920.4,0,1,12.7,119,30.1,0.279
1584370800,26.4,48,14.6,921,0,1,14.5,120,30.1,0.279
1584374400,25.2,57,15.9,921.8,0,0,15.8,120,29.9,0.279
1584378000,24.2,63,16.7,921.8,0,4,15.6,119,29.8,0.279
1584381600,23.4,69,17.3,921.9,0,8,15.3,117,29.6,0.279
1584385200,22.5,73,17.5,921.6,0,18,14.2,114,29.5,0.279
1584388800,21.7,80,18,920.9,0,23,13.6,112,29.3,0.279
1584392400,20.9,85,18.3,920.3,0,26,12.6,110,29,0.279
1584396000,20.2,90,18.5,920.1,0,36,12.5,108,28.8,0.279
1584399600,19.6,94,18.5,919.9,0,38,11.2,111,28.6,0.279
1584403200,19,96,18.4,920.4,0,24,11.2,111,28.3,0.279
1584406800,18.8,95,18.1,921.2,0,30,10.6,114,28.1,0.279
1584410400,19.5,88,17.4,922.5,0,14,12.2,118,27.9,0.279
1584414000,22.2,68,15.9,923.5,0,12,13.6,127,27.7,0.279
1584417600,25.4,49,14,923.7,0,21,15.5,132,27.7,0.279
1584421200,28.1,37,11.9,924.3,0,27,17.3,135,27.9,0.279
1584424800,30,30,10.4,924,0,28,17.3,135,28.1,0.279
1584428400,31,27,9.7,923.1,0,29,16.8,133,28.4,0.279
1584432000,31.9,24,8.9,922.8,0,28,16.6,131,28.7,0.279
1584435600,32.2,23,8.5,921.7,0,28,16.4,128,29.1,0.279
1584439200,32.1,23,8.5,921,0,28,16.6,131,29.4,0.279
1584442800,31.5,24,8.8,920.9,0,26,16.6,131,29.6,0.279
1584446400,30.4,27,9.3,920.9,0,21,15.3,129,29.8,0.279
1584450000,28.5,32,10,921.7,0,14,11,128,29.9,0.279
1584453600,26.7,37,10.7,922.3,0,14,11.9,125,29.8,0.279
1584457200,25.4,42,11.7,923,0,12,13.7,125,29.8,0.279
1584460800,24.4,48,12.8,923.4,0,7,14.8,124,29.6,0.279
1584464400,23.4,55,13.8,923.3,0,5,14.8,124,29.5,0.279
1584468000,22.3,62,14.5,922.8,0,6,14.3,124,29.3,0.279
1584471600,21.4,67,15,922,0,7,13.3,123,29.1,0.279
1584475200,20.5,72,15.4,921,0,1,12.6,121,28.9,0.279
1584478800,19.8,76,15.5,920.4,0,0,11.8,121,28.6,0.279
1584482400,19.2,79,15.4,919.9,0,5,11.3,121,28.4,0.279
1584486000,18.7,79,15.1,919.7,0,18,10.5,121,28.1,0.279
1584489600,18.3,79,14.5,920.4,0,25,9,119,27.8,0.279
1584493200,17.9,77,13.9,921,0,25,8.5,118,27.6,0.279
1584496800,19.5,68,13.5,922.6,0,23,10.5,121,27.3,0.279
1584500400,24.1,43,10.7,923.4,0,22,11,131,27.2,0.279
1584504000,27.1,31,8.7,923.6,0,20,13.2,137,27.3,0.279
1584507600,29.3,26,7.6,924.2,0,17,14.8,135,27.4,0.279
1584511200,30.8,23,7,924,0,16,14.5,132,27.7,0.279
1584514800,32,21,7.1,922.8,0,8,12.7,125,28.1,0.279
1584518400,32.8,19,6.4,922.2,0,14,11.4,118,28.5,0.279
1584522000,33.1,18,5.9,920.9,0,28,11.1,115,28.9,0.279
1584525600,33.1,18,5.8,920.2,0,0,11.3,117,29.2,0.279
1584529200,32.7,19,5.8,919.6,0,0,11.3,121,29.5,0.279
1584532800,31.7,20,6.2,919.9,0,5,10.6,125,29.8,0.279
1584536400,29.5,25,7.3,920.1,0,2,8.4,133,29.9,0.279
1584540000,27.4,30,8.1,920.2,0,0,10.9,134,29.8,0.279
1584543600,26.2,35,9.6,921,0,0,13,134,29.8,0.279
1584547200,25.1,42,11.2,921.6,0,0,13.5,134,29.7,0.279
1584550800,24.1,48,12.4,921.6,0,0,13.2,133,29.5,0.279
1584554400,23.1,54,13.3,921.4,0,0,12.8,130,29.4,0.279
1584558000,22.5,61,14.5,921,0,0,12.6,127,29.2,0.279
1584561600,21.8,66,15.1,920.1,0,4,11.9,125,29,0.279
1584565200,21.1,70,15.4,919.6,0,0,10.8,127,28.7,0.279
1584568800,20.6,73,15.6,919.5,0,0,9.1,146,28.5,0.279
1584572400,19.9,77,15.6,919.4,0,0,3.9,202,28.3,0.279
1584576000,19.7,77,15.7,920.4,0,0,5.8,270,28,0.279
1584579600,19.2,81,15.8,920.9,0,0,4.6,288,27.8,0.279
1584583200,20.9,72,15.7,922,0,0,1.8,233,27.6,0.279
1584586800,24,57,14.9,922.8,0,0,5.2,205,27.5,0.279
1584590400,26.6,46,14,922.5,0,0,7.4,209,27.6,0.279
1584594000,28.7,36,12.2,922.7,0,0,7.3,200,27.8,0.279
1584597600,30.3,29,10.5,922.8,0,1,6.5,186,28.1,0.279
1584601200,31.6,27,10.6,921.6,0,1,5.5,169,28.5,0.279
1584604800,32.5,24,9.6,920.8,0,5,5.2,146,28.9,0.279
1584608400,32.9,23,8.7,919.6,0,9,5.4,138,29.3,0.279
1584612000,33,22,8.2,918.7,0,4,3.9,146,29.7,0.279
1584615600,32.7,21,7.8,918.6,0,8,3.8,139,30,0.279
1584619200,32,22,7.5,918.5,0,8,4.9,144,30.3,0.279
1584622800,30.5,25,8.4,919,0,12,7.9,156,30.4,0.279
1584626400,28.7,28,8.4,919.2,0,13,7.7,152,30.4,0.279
1584630000,27.1,31,8.3,919.9,0,16,8.9,148,30.3,0.279
1584633600,26.3,33,8.6,920.7,0,14,12.2,146,30.2,0.279
